"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de CreaciÃ³n",Priorizado,"Fecha SoluciÃ³n Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,508,RM-508,SPA-JX,7895,SPA-JX07895,Cerrado,"Delgado Alejandro","2023-12-05 15:24:18",2023-03-24,,2023-09-14,,"criticidad muy alta < 3 meses",2023-04-07,,,"La propieda envia burofax en tiempo y forna. Quiere renegociar",231823
RM,1669,RM-1669,SPA-PO,6356,SPA-PO06356,Cerrado,"Delgado Alejandro","2023-12-05 15:42:56",2018-10-26,,2019-02-12,,"criticidad baja > 9 meses",2034-10-29,,,,48178
RM,1514,RM-1514,SPA-LE,681,SPA-LE00681,Abierto,"Delgado Alejandro","2023-12-05 15:40:32",2020-11-04,,,,"criticidad muy alta < 3 meses",2022-12-30,,2,"Se declara en riesgo al estar en contencioso contra la no legalizaciÃ³n del emplazamiento. Tiene sentencia pero negociaos con el Ayuntamiento nueva ubicaciÃ³n. Sin riesgo de apagado",162814
RM,1524,RM-1524,SPA-IB,408,SPA-IB00408,Cerrado,"Delgado Alejandro","2023-12-05 15:42:43",2018-11-14,,2022-05-24,,"criticidad baja > 9 meses",2021-06-01,,,"Recibido burofax comunicando el vcto. del contrato con fecha 16/01/2019. Es un tema de molestias por el acceso, acometida.",50402
RM,1295,RM-1295,SPA-AX,5443,SPA-AX05443,Cerrado,"Delgado Alejandro","2023-12-05 15:39:56",2019-01-18,,2019-02-11,,"criticidad baja > 9 meses",2019-10-26,,,"Nos envÃ­an burofax para negociar la renovaciÃ³n. Quieren firmar pero con mejores condiciones",57196
RM,10170,RM-10170,SPA-CA,4403,SPA-CA04403,Abierto,"Alexandre GOMBA","2023-12-12 18:19:24",2023-12-04,,,,"criticidad media < 9 meses",2024-07-03,,1,"Recibido burofax en tiempo y forma",236469
RM,1709,RM-1709,SPA-SS,5453,SPA-SS05453,Abierto,"Delgado Alejandro","2023-12-05 15:24:43",2023-06-23,Si,,,"criticidad alta < 6 meses",2024-04-30,,1,"Recibido burorfax en tiempo y forma",233693
RM,10037,RM-10037,SPA-CS,54,SPA-CS00054,Abierto,"Alexandre GOMBA","2023-12-12 18:23:13",2023-09-24,,,,"criticidad media < 9 meses",2024-09-16,,2,"Recibido burofax en tieimpo y forma. Es un TI",235446
RM,1051,RM-1051,SPA-VA,2185,SPA-VA02185,Cerrado,"Delgado Alejandro","2023-12-05 15:42:13",2019-05-03,,2019-08-06,,"criticidad alta < 6 meses",2019-11-05,,,"Recibida comunicaciÃ³n de la propiedad de vencimiento de contrato con fecha 5/11/19",74381
RM,1274,RM-1274,SPA-AL,8905,SPA-AL08905,Abierto,"Delgado Alejandro","2023-12-05 15:40:00",2019-06-14,,,,"criticidad muy alta < 3 meses",2023-10-21,,3,"Repliegues: Gestion de riesgos",81254
RM,759,RM-759,SPA-MX,3904,SPA-MX03904,Abierto,"Delgado Alejandro","2023-12-05 15:27:43",2023-01-23,,,,"criticidad baja > 9 meses",2024-12-01,,2,"Hay que declarar el MX3904 en riesgo y ver si podemos tener una alternativa antes del 1-dic-24. Esta propiedad en la zona de Las Tablas en Madrid cobra 22kâ¬/aÃ±o. El site no es rentable porque cobramos 21kâ¬ de OSP que es nuestro Ãºnico inquilino. Por este motivo, aunque en principio On Tower/Cellnex no es beligerante, miremos de intentar replegarnos.",230286
RM,10102,RM-10102,SPA-BX,321,SPA-BX00321,Abierto,"Alexandre GOMBA","2023-12-05 15:24:10",2022-05-23,Si,,,"criticidad muy alta < 3 meses",2023-10-09,,1,"W21 2022: Se incliuye el punto en riesgo por molestias en la finca por parte de los propietarios. Nos confirman que quieren rescindir a fecha de vencimiento 09/10/2023 . Se lanza SF",225686
RM,3082,RM-3082,SPA-MA,3082,SPA-MA03082,Cerrado,"Alexandre GOMBA","2023-12-05 15:41:16",2023-01-07,,2023-03-14,,Apagado,2023-06-28,,,"SOL MELIA comunica que a fecha de 1 de Octubre de 2022 este site tiene que estar desmontado.",229929
RM,517,RM-517,SPA-LE,107,SPA-LE00107,Abierto,"Delgado Alejandro","2023-12-05 15:27:38",2022-11-25,,,,"criticidad baja > 9 meses",2025-04-07,,2,"Hay que declarar en riesgo este emplazamiento donde TI ha adquirido los derechos de crÃ©dito y prever su repliegue a su vencimiento en 2025 (fin contrato: 07/04/2025).",229202
RM,1582,RM-1582,SPA-MX,78,SPA-MX00078,Cerrado,"Delgado Alejandro","2023-12-05 15:43:36",2018-10-26,,2019-03-26,,"criticidad baja > 9 meses",2023-11-20,,,,48459
RM,1354,RM-1354,SPA-BX,1585,SPA-BX01585,Cerrado,"Delgado Alejandro","2023-12-05 15:42:29",2019-01-14,,2019-02-27,,"criticidad baja > 9 meses",2029-01-02,,,"Recibido burofax de la propiedad comunicando la rescisiÃ³n del punto con fecha 15/06/2019, aunque realmente vence en 2020. En principio quieren negociar condiciones",55923
RM,1411,RM-1411,SPA-CR,3013,SPA-CR03013,Cerrado,"Delgado Alejandro","2023-12-05 15:42:28",2019-01-16,,2019-02-12,,"criticidad baja > 9 meses",2024-01-07,,,"Recibida comunicaciÃ³n de la propiedad para comunicar la rescisiÃ³n del contrato con fecha 12/7/19, y las nuevas condiciones para renovar",56458
RM,1550,RM-1550,SPA-MA,3082,SPA-MA03082,Cerrado,"Delgado Alejandro","2023-12-05 15:41:14",2020-01-30,,2022-10-23,,"criticidad muy alta < 3 meses",2022-10-01,,,"SOL MELIA comunica que a fecha de 1 de Octubre de 2022 este site tiene que estar desmontado.",115905
RM,572,RM-572,SPA-MA,2514,SPA-MA02514,Cerrado,"Delgado Alejandro","2023-12-05 15:28:18",2022-01-18,,2023-07-26,,"criticidad media < 9 meses",2024-03-12,,1,"W03: Recibido burofax de rescisiÃ³n con fecha de vencimiento 12/03/2024, la propiedad no acepta nuestra propuesta. Solicita el triple de lo que le hemos ofrecido, es decir, 267.960â¬.",221833
RM,1504,RM-1504,SPA-IB,141,SPA-IB00141,Cerrado,"Delgado Alejandro","2023-12-05 15:42:51",2018-10-26,,2021-06-01,,"criticidad baja > 9 meses",2026-12-31,,,,48333
RM,10064,RM-10064,SPA-SE,1115,SPA-SE01115,Cerrado,"Alexandre GOMBA","2023-12-05 15:24:33",2023-06-18,,2023-08-07,,"criticidad media < 9 meses",2024-01-21,,1,"Reciibido burofax en tempo y forma",233572
RM,99,RM-99,SPA-BX,257,SPA-BX00257,Abierto,"Delgado Alejandro","2023-12-05 15:24:15",2022-04-28,,,,Apagado,2023-06-29,,,"W17 2022: Recibido burofax de rescisiÃ³n con fecha de vencimiento 06/06/2023",224877
RM,4033,RM-4033,SPA-PO,4033,SPA-PO04033,Abierto,"Alexandre GOMBA","2023-12-05 15:40:34",2020-10-02,,,,"criticidad muy alta < 3 meses",2024-01-31,,1,"El Ayto ha comprobado que seguimos instalados, y que ademÃ¡s hemos metido a todos en nuestra casa, y nos instan a ejecutar la sentencia del 2006 que nos obligaba a desmontar o lo harÃ¡n ellos.",158154
RM,297,RM-297,SPA-CR,4225,SPA-CR04225,Cerrado,"Delgado Alejandro","2023-12-05 15:29:04",2021-05-17,,2021-05-18,,"criticidad muy alta < 3 meses",2021-09-01,,,"Se crea el riesgo por desmontaje de ADIF.",194533
RM,12,RM-12,SPA-AV,8707,SPA-AV08707,Abierto,"Delgado Alejandro","2023-12-05 15:40:31",2020-10-28,,,,"criticidad baja > 9 meses",2025-09-26,,1,"Recibido burofax de rescisiÃ³n con fecha de vencimiento 26/09/2025",161064
RM,363,RM-363,SPA-GC,123,SPA-GC00123,Cerrado,"Delgado Alejandro","2023-12-05 15:23:55",2022-07-07,,2022-07-08,,"criticidad media < 9 meses",2022-11-30,,,"Se incluye punto en riesgo, Esperando orden de desmontaje por parte del Ayto",226568
RM,278,RM-278,SPA-CA,4818,SPA-CA04818,Cerrado,"Delgado Alejandro","2023-12-05 15:42:09",2023-01-20,,2023-08-01,,"criticidad alta < 6 meses",2023-12-31,,2,"El tema es que dicho propietario ni se opone al acceso como tal, ni a la instalaciÃ³n o modificaciÃ³n de equipos, es decir, que por Ã©l si dejarÃ­a el paso. Sin embargo, el solicitante me indica que mandÃ³ un burofax en Diciembre/2022 al estar terminÃ¡ndose el contrato, ya que quiere negociar una subida de cuota.",230230
RM,601,RM-601,SPA-MA,2902,SPA-MA02902,Abierto,"Delgado Alejandro","2023-12-05 15:28:20",2022-01-10,,,,"criticidad muy alta < 3 meses",2023-10-01,,1,"W02: Se incluye el punto en riesgo, Desde Servicio JurÃ­dico nos informan que se ha interpuesto un recurso contra una ResoluciÃ³n del Ayto. de Frigiliana donde solicitan que retiremos la torre porque  consideran que se ha concedido el derecho de superficie prescindiendo del procedimiento legalmente establecido o de las normas que contienen las reglas esenciales para la formaciÃ³n de la voluntad de los Ã³rganos colegiados, y careciendo de los requisitos esenciales para su adquisiciÃ³n. 
Tenemos que esperar a tener noticias del fallo de contencioso.",221629
RM,10054,RM-10054,SPA-TX,7706,SPA-TX07706,Abierto,"Alexandre GOMBA","2023-12-05 15:40:58",2023-09-08,Si,,,"criticidad baja > 9 meses",2024-11-25,,1,"Estamos intentando ampliar a VDF y nos traslada la propiedad que dado que vence dentro algo mÃ¡s de un aÃ±o y que no le interesa el prepayment, abrimos una renego ordinaria",235223
RM,10164,RM-10164,SPA-MU,14,SPA-MU00014,Abierto,"Alexandre GOMBA","2023-12-12 18:19:13",2023-12-10,,,,"criticidad media < 9 meses",2024-07-25,,1,"Es una ubicaciÃ³n compleja donde el 50% de la finca pertenece a DÂª Angeles GonzÃ¡lez Zapata y D. Pedro SÃ¡nchez Bastida en concepto de gananciales y el otro 50% a D. Salvador Alejo Montejano con carÃ¡cter privativo. DespuÃ©s constan 2 cambios de titularidad firmados por DÂª Angeles Glez Zapata: uno a favor de D. Salvador Alejo y otro a favor de los hijos de la mujer.El matrimonio y los hijos son los que firman el burofax; no lo firma D. Salvador Alejo.
Se va a gestionar con Legal",236581
RM,758,RM-758,SPA-MX,6159,SPA-MX06159,Abierto,"Delgado Alejandro","2023-12-05 15:27:41",2023-01-08,,,,"criticidad muy alta < 3 meses",2023-02-22,,2,"En el ECI de Serrano estÃ¡n reformando el Club del Gourmet y estas obras afectan a la vertical por donde debe pasar parte de nuestra canalizaciÃ³n",229936
RM,764,RM-764,SPA-MX,6350,SPA-MX06350,Abierto,"Delgado Alejandro","2023-12-05 15:28:49",2021-08-30,,,,"criticidad muy alta < 3 meses",2022-01-01,,2,"W35: Se incluye el punto en riesgo. Desde ADIF nos informan de obras en el tÃºnel de Getafe en el que tenemos armarios de equipos que necesitan mover (contrato de cercanÃ­a de ADIF Madrid).
Necesitan un contacto URGENTE para el replanteo.",209301
RM,442,RM-442,SPA-HX,9937,SPA-HX09937,Abierto,"Delgado Alejandro","2023-12-05 15:27:30",2023-03-31,Si,,,"criticidad baja > 9 meses",2025-04-06,,1,"La propiedad lleva bloqueando el despliegue de OSP desde 2020. Aunque el contrato vence el 06/04/2025 lanzamos SF para buscar una alternativa donde OSP pueda instalar todo lo que necesita.",231991
RM,186,RM-186,SPA-BX,1440,SPA-BX01440,Cerrado,"Delgado Alejandro","2023-12-05 15:28:14",2022-12-20,,2023-01-28,,"criticidad alta < 6 meses",2023-05-20,,,"W51: IPara continuar con la instalaciÃ³n de TOTEM, la propiedad reclama renegociar las condiciones econÃ³micas del contrato.
El contrato se vence el 20/05/2023.",229661
RM,1289,RM-1289,SPA-AX,5817,SPA-AX05817,Abierto,"Delgado Alejandro","2023-12-05 15:42:05",2019-06-12,,,,"criticidad muy alta < 3 meses",2023-12-01,,3,"Repliegues: Gestion de riesgos",81032
RM,1452,RM-1452,SPA-GC,188,SPA-GC00188,Cerrado,"Delgado Alejandro","2023-12-05 15:42:15",2019-04-22,,2023-03-24,,"criticidad media < 9 meses",2023-07-01,,,"El Consorcio de Abastecimiento de Aguas de Fuerteventura, nos ha confirmado por telÃ©fono que no van a seguir con el contrato que tenemos con ellos, nos enviaran escrito.",73145
RM,1856,RM-1856,SPA-MX,1399,SPA-MX01399,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-05 15:27:40",2023-08-04,,,,"criticidad alta < 6 meses",2024-04-29,,2,"La propiedad bloquea la ampliaciÃ³n del despliegue de OSP y la instalaciÃ³n de VDF alegando que el edificio se encuentra en mal estado.",234375
RM,1847,RM-1847,SPA-TO,2120,SPA-TO02120,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-05 15:23:40",2023-08-14,,,,"criticidad baja > 9 meses",2026-07-16,,2,"Se incluye el punto en riesgo,  cesiÃ³n ON TOWER",234866
RM,301,RM-301,SPA-MX,301,SPA-MX00301,Cerrado,"Alexandre GOMBA","2023-12-05 15:24:26",2022-03-29,,2023-01-31,,Apagado,2022-12-31,,,"W13 2022: recibido burofax de rescisiÃ³n por parte de la propiedad con vencimiento 31/03/2022",223819
RM,1719,RM-1719,SPA-SX,7902,SPA-SX07902,Cerrado,"Delgado Alejandro","2023-12-05 15:41:58",2019-07-09,,2020-01-13,,"criticidad baja > 9 meses",2029-09-28,,,"Recibido burofax comunicando vcto con fecha 20/1/20",83794
RM,682,RM-682,SPA-MX,621,SPA-MX00621,Abierto,"Delgado Alejandro","2023-12-05 15:27:44",2023-03-09,Si,,,"criticidad muy alta < 3 meses",2023-10-26,,1,"Adelantamos que van a enviar burofax de rescisiÃ³n, hablamos con el administrador, estÃ¡ preparando el burofax y dice que los vecinos lo tienen muy claro y que estÃ¡n cansados",231409
RM,129,RM-129,SPA-BX,532,SPA-BX00532,Abierto,"Delgado Alejandro","2023-12-05 15:23:44",2022-07-27,,,,"criticidad baja > 9 meses",2027-12-31,,2,"W30 Se incluye punto en riesgo, replanteo para reducir el espacio. La superficie ocupada es de 65,92 m2, por lo que no se corresponde con la contratada (30 m2).",226893
RM,511,RM-511,SPA-IB,521,SPA-IB00521,Cerrado,"Delgado Alejandro","2023-12-05 15:24:52",2022-03-16,,2022-12-20,,Apagado,2022-08-30,,,"W11: Se incluye el punto en riesgo.  La propiedad nos avisa que van a derruir el edificio, pero que tienen uno al lado donde nos podremos instalar. Se tratarÃ­a de una reubicaciÃ³n",223460
RM,1351,RM-1351,SPA-BX,1913,SPA-BX01913,Cerrado,"Delgado Alejandro","2023-12-05 15:42:00",2019-03-28,,2019-06-11,,"criticidad baja > 9 meses",2020-04-05,,,"Quieren mimetizar caseta y cableado de OSP, asÃ­ como elevar mucho la renta para continuar.",69645
RM,868,RM-868,SPA-SA,5505,SPA-SA05505,Abierto,"Delgado Alejandro","2023-12-05 15:27:16",2022-03-08,,,,"criticidad baja > 9 meses",2025-01-11,,1,"W10 2022: Se incluye el punto en riesgo, la propiedad no quiere una ampliaciÃ³n de espacio.",223175
RM,1176,RM-1176,SPA-CO,6710,SPA-CO06710,Abierto,"Delgado Alejandro","2023-12-05 15:24:24",2023-05-11,,,,"criticidad baja > 9 meses",2025-02-03,,1,"Recibido burofax en tiempo y forma",232858
RM,4501,RM-4501,SPA-SX,4501,SPA-SX04501,Cerrado,"Alexandre GOMBA","2023-12-05 15:27:44",2023-03-19,,2023-07-12,,"criticidad muy alta < 3 meses",2023-05-25,,,"Hay que reubicar la caseta. El contrato vence en mayo, y va por prÃ³rrogas anuales. DeberÃ­amos intentar conseguir mÃ¡s tiempo para asegurar la Si no firmamos  por mÃ¡s tiempo, no tiene sentido la inversiÃ³n. AdemÃ¡s hay que cerrar el movimiento de la caseta. Esto ya se hablÃ³ hace aÃ±os y no habÃ­a problemas. Es un hotel e implica movernos en el parking",231684
RM,1041,RM-1041,SPA-VA,2273,SPA-VA02273,Abierto,"Delgado Alejandro","2023-12-05 15:40:35",2020-10-20,,,,"criticidad muy alta < 3 meses",2021-06-16,,2,"Recibido burofax de rescisiÃ³n con fecha de vencimiento 16/06/2021",160087
RM,1386,RM-1386,SPA-CC,6494,SPA-CC06494,Cerrado,"Delgado Alejandro","2023-12-05 15:43:03",2023-07-06,,2023-10-26,,"criticidad muy alta < 3 meses",2023-07-16,,,"El Ayuntamiento quiere renegciar el contrato proque vence",233921
RM,135,RM-135,SPA-BX,614,SPA-BX00614,Abierto,"Delgado Alejandro","2023-12-05 15:24:17",2022-04-19,,,,"criticidad muy alta < 3 meses",2024-02-23,,2,"W16 2022: Se incluye el punto en riesgo, A raÃ­z de una incidencia con esta propiedad para el desbloqueo de un acceso, solucionado en fecha 1 de abril, nos han remitido mail donde nos informan de la demanda que ha  interpuesto la CCPP contra nuestro arrendador TEGUMENTUM por un uso indebido de una parte de la azotea. Esta empresa tiene o tenÃ­a uso privativo de parte de la azotea, por lo que se formalizÃ³ contrato de arrendamiento.

 Ahora la CCPP ya no estÃ¡ conforme y los ha demandado, sobre todo porque el Ãºnico que cobra es nuestro arrendador y no toda la CCPP.
Se da la circunstancia que en abril de 2020, TEGUMENTUM cediÃ³ los derechos de crÃ©dito de nuestro contrato a ON TOWER- Cellnex. Estos nos han comunicado a su vez su intenciÃ³n de no renovar, para negociar nuevas condiciones econÃ³micas del contrato.

Es necesario buscar urgente alternativa antes del 14/12/2022.",224502
RM,1013,RM-1013,SPA-TX,7688,SPA-TX07688,Abierto,"Delgado Alejandro","2023-12-05 15:24:50",2022-11-20,,,,"criticidad baja > 9 meses",2024-10-22,,1,"Han enviado burofax de rescisiÃ³n, indicando que en 10 aÃ±os no se les ha mejorado la renta. Actualmente tenemos como inquilinos a OSP y TME pero esto es ZR y no se desmonta en Jumping al tener a TME como inquilino. La propiedad cobra 8kâ¬ y pide 48kâ¬ para renovar (sin comentarios). El problema es que nuestros ingresos se van a ver reducidos pues cuando se desinstale OSP sÃ³lo nos quedarÃ¡n los 8,7kâ¬ de TME. AdemÃ¡s corremos el riesgo de que TME se pueda ir al emplazamiento donde estÃ¡ VDF, con lo que tenemos que gestionar esto con mucho cuidado y con una limitaciÃ³n en la renta del nuevo site que no deberÃ­a sobrepasar los 6kâ¬.",229108
RM,1722,RM-1722,SPA-SX,204,SPA-SX00204,Cerrado,"Delgado Alejandro","2023-12-05 15:42:18",2019-03-12,,2019-07-16,,"criticidad media < 9 meses",2019-11-04,,,"El casetÃ³n esta anclado directamente al forjado y se quejan de ruidos y vibraciones, quieren que se cambie y se ponga sobre bancada como lo tienen VDF y TME en la misma azotea. El contrato vence en noviembre 2019",66289
RM,264,RM-264,SPA-CC,6369,SPA-CC06369,Cerrado,"Delgado Alejandro","2023-12-05 15:23:19",2022-10-17,,2023-06-02,,"criticidad baja > 9 meses",2025-09-02,,,"W41: Se incluye punto en riesgo por problemas de acceso, la propiedad no acepta dar algÃºn tipo de alternativa de acceso independiente.",228588
RM,1384,RM-1384,SPA-CA,4234,SPA-CA04234,Abierto,"Delgado Alejandro","2023-12-05 15:43:18",2018-10-26,,,,"criticidad muy alta < 3 meses",2019-04-30,,2,"Emplazamiento municipal y Ayto se niega a renovar. En stand by",48297
RM,731,RM-731,SPA-MX,3043,SPA-MX03043,Abierto,"Delgado Alejandro","2023-12-05 15:28:49",2021-09-01,,,,"criticidad muy alta < 3 meses",2021-12-31,,2,"W35: Se crea el riesgo por parte de Telecom. IbÃ©rica. Es necesario buscar alternativa en la zona debido a la renta que se le paga por contrato.",209380
RM,153,RM-153,SPA-BX,389,SPA-BX00389,Cerrado,"Delgado Alejandro","2023-12-05 15:28:58",2021-07-12,,2022-10-24,,"criticidad muy alta < 3 meses",2022-07-01,,,"W28: Se activa este repliegue con carÃ¡cter urgente. El contrato vence en 01/07/2022, no nos dejan ejecutar 5G y las condiciones que han puesto para renovar son inadmisibles.

DetrÃ¡s de este asunto estÃ¡ GAE y son muy propensos a sabotear instalaciones para presionar (MX0920, por ejemplo), por lo que llegado el vto, no les temblarÃ¡ el pulso para cortarnos la luz, la F.O. o cortar el acceso.",204053
RM,1854,RM-1854,SPA-BX,947,SPA-BX00947,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-05 15:23:18",2023-08-08,,,,"criticidad alta < 6 meses",2024-04-29,,2,"La propiedad no quiere que realicemos modificaciÃ³n alguna en la instalaciÃ³n aunque haya aumento de renta. Incluso comentan que no van a seguir con el emplazamiento una vez llegado el vencimiento (vence 06/02/2029). Se bloquea el despliegue de los tenants (TME y VDF)",234732
RM,251,RM-251,SPA-CA,4106,SPA-CA04106,Abierto,"Delgado Alejandro","2023-12-05 15:42:09",2023-01-08,,,,"criticidad baja > 9 meses",2024-11-04,,2,"El contrato vence en 2024, dentro de pocos meses. Van a enviar burofax de no renovaciÃ³n automÃ¡tica de 5 aÃ±os mÃ¡s. 
 Aceptan la subida a 15.000 â¬uros al aÃ±o tan solo ï  con esto entiendo que prorrogan el contrato 5 aÃ±os; Â¿correcto?. No quieren prepayment. Con esto permiten que el actual vallado se suba a 2 metros siempre que se lleven a cabo el resto de peticiones,",229944
RM,1330,RM-1330,SPA-BX,488,SPA-BX00488,Abierto,"Delgado Alejandro","2023-12-05 15:40:43",2023-04-25,,,,"criticidad baja > 9 meses",2024-12-01,,1,"Nos remiten burofax de rescisiÃ³n del BX0488 con fecha de vencimiento de 01.12.2023,",232541
RM,877,RM-877,SPA-SA,6461,SPA-SA06461,Abierto,"Delgado Alejandro","2023-12-05 15:28:59",2021-06-24,,,,"criticidad muy alta < 3 meses",2024-01-23,,1,"W25: No es viable hacer el swap en el site actual, se incluye el punto en repliegues para buscar alternativas.",201497
RM,1244,RM-1244,SPA-PX,8001,SPA-PX08001,Abierto,"Delgado Alejandro","2023-12-05 15:24:07",2023-05-08,,,,"criticidad muy alta < 3 meses",2023-08-02,,2,"ES UN  AYUNTAMIENTO Y VENCE EN AGOSTO. LANZADA RENEGO",232763
