"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de Creación",Priorizado,"Fecha Solución Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,1217,RM-1217,SPA-MX,44,SPA-MX00044,Abierto,"Delgado Alejandro","2024-01-17 10:48:39",2023-05-10,,,Propiedad,"criticidad muy alta < 3 meses",2024-02-12,,1,"Es una renego por anticipación que vence en 2024 pero lo cierto es que es complicado. Cobran miucho e ingresamos menos",232838
RM,1871,RM-1871,SPA-MA,2602,SPA-MA02602,Cerrado,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:54",2023-07-26,,2024-01-02,Propiedad,"criticidad muy alta < 3 meses",2026-02-05,,,"Recibido burofax en tiempo y forma",234241
RM,573,RM-573,SPA-MA,2508,SPA-MA02508,Abierto,"Delgado Alejandro","2024-01-17 10:49:24",2021-12-01,,,"Propiedad, Legalización","criticidad muy alta < 3 meses",2023-06-26,,2,"W48: Incluimos el punto en riesgo, existen restricciones al despliegue y el vencimiento del contrato es el 29/06/2023 y estamos esperando que exigan un incremento de renta sustancial. Es necesario lanzar SF para buscar alternativa.",221100
RM,1403,RM-1403,SPA-CR,3088,SPA-CR03088,Cerrado,"Delgado Alejandro","2024-01-17 10:50:10",2019-06-26,,2020-03-04,Propiedad,"criticidad baja > 9 meses",2024-12-29,,,"Envían burofax por no mostrarse conforme con las circunstancias y condiciones determinadas en caso de prórroga del contrato de fecha 29 de diciembre de 1999, en la actualidad el terreno sobre el que se sustenta la cesión ha pasado de la catalogación de rustico a urbano.",82124
RM,1684,RM-1684,SPA-SE,351,SPA-SE00351,Cerrado,"Delgado Alejandro","2024-01-17 10:49:55",2020-01-31,,2020-04-27,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2020-03-28,,,"obras en la propiedad, se mete en repliegue para lanzar SF ( solo Lote 2) y ver si es necesaria la supervisión de obra.",116001
RM,10063,RM-10063,SPA-HX,9505,SPA-HX09505,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:01",2023-06-25,,2023-10-26,"Intervención de la Propiedad, Mantenimiento","criticidad baja > 9 meses",2024-11-24,,,"Están poniendo problemas de acceso. Detrás un LA. Lanzamos SF",233702
RM,64,RM-64,SPA-BI,430,SPA-BI00430,Cerrado,"Delgado Alejandro","2024-01-17 10:48:54",2022-08-11,,2023-10-25,Propiedad,"criticidad alta < 6 meses",2024-03-03,,2,"W32:Se incluye punto en riesgo. La propiedad ha enviado burofax de no renovación de contrato.",227111
RM,10127,RM-10127,SPA-CX,9094,SPA-CX09094,Abierto,"Alexandre GOMBA","2024-01-17 10:47:38",2023-10-31,,,Propiedad,"criticidad muy alta < 3 meses",2023-11-16,,1,"Recibido burofax en tiempo y forma. Además hay que confirmar lo que traslada que deja el local en 30 días desde la fecha de notificación el 16/10/23",235958
RM,872,RM-872,SPA-SE,258,SPA-SE00258,Abierto,"Delgado Alejandro","2024-01-17 10:49:16",2022-02-01,,,"Otro Operador","criticidad baja > 9 meses",2028-07-14,,2,"W05: Se incluye el punto como riesgo de Telecom Ibérica.",222143
RM,1336,RM-1336,SPA-BX,449,SPA-BX00449,Cerrado,"Delgado Alejandro","2024-01-17 10:50:00",2019-11-26,,2020-08-25,Propiedad,"criticidad baja > 9 meses",2023-11-30,,,"Recibido burofax de la propiedad comunicando que por política de empresa no quieren antenas en sus edificios, por lo que nos comunican ya que a vencimiento tenemos que desmontar.",103280
RM,1305,RM-1305,SPA-BA,347,SPA-BA00347,Abierto,"Delgado Alejandro","2024-01-17 10:50:08",2019-07-17,,,Propiedad,"criticidad muy alta < 3 meses",2021-03-07,,2,"recibido burofax de T.I. comunicando la rescisión con fecha 7/3/21",86231
RM,1045,RM-1045,SPA-TX,7743,SPA-TX07743,Abierto,"Delgado Alejandro","2024-01-28 22:48:39",2023-02-05,,,Propiedad,"criticidad alta < 6 meses",2024-07-21,,1,"Esta propiedad nos ha comunicado la no renovación por mail , le he contestado que necesitamos que envíen burofax y le he pedido disculpas por todas sus quejas indicándole que quedamos a su entera disposición para ver como podemos hacerle cambiar de opinión.",230588
RM,10119,RM-10119,SPA-BX,1900,SPA-BX01900,Abierto,"Alexandre GOMBA","2024-01-17 10:47:38",2023-10-31,,,Propiedad,"criticidad alta < 6 meses",2024-05-28,,1,"BUROFAX EN TIEMPO Y FORMA",235963
RM,10141,RM-10141,SPA-PO,4041,SPA-PO04041,Abierto,"Alexandre GOMBA","2024-01-17 10:47:40",2023-10-27,,,Propiedad,"criticidad alta < 6 meses",2024-05-05,,1,"La propiedad nos ha enviado carta certificada denunciando la no renovación del contrato a su vencimiento el 05/05/2024. En Anticipación se dió abort a la negociación por las altas pretensiones de la propiedad.",235906
RM,676,RM-676,SPA-MX,383,SPA-MX00383,Abierto,"Delgado Alejandro","2024-01-17 10:49:03",2022-05-05,,,Propiedad,"criticidad baja > 9 meses",2026-01-17,,1,"W18 2022: Se incluye el punto en riesgo, recibido burofax de rescisión con fecha de vencimiento 17/01/2026.",225136
RM,1089,RM-1089,SPA-VX,1302,SPA-VX01302,Abierto,"Delgado Alejandro","2024-01-17 10:48:52",2022-09-23,,,Propiedad,"criticidad muy alta < 3 meses",2024-02-19,,1,"W38:Se incluye punto en riesgo. Se ha recibido burofax de rescisión por parte de la propiedad por problemas de ruido.",228214
RM,179,RM-179,SPA-BX,1427,SPA-BX01427,Cerrado,"Delgado Alejandro","2024-01-18 23:51:41",2022-11-20,,2023-06-02,"Intervención de la Propiedad","criticidad alta < 6 meses",2023-10-18,,,"El Cap del Departament de Projectes Arquitectònics del ajuntament de Barcelona, me contesta que la ejecución de la obra se haría en la segunda mitad del próximo año 2023.
La nueva caja del ascensor ocupará TODO el espacio que actualmente ocupan las antenas y el cuarto con la electrónica. 
Por lo tanto se debería retirar toda la infraestructura y reubicarla. Si es necesario se puede hacer una reunión, puede ser in situ para comentarlo y explorar posibles alternativas de ubicación.
Marc Pinedo Grau",229110
RM,10038,RM-10038,SPA-VX,1510,SPA-VX01510,Abierto,"Alexandre GOMBA","2024-01-18 23:51:28",2023-09-24,,,Propiedad,"criticidad alta < 6 meses",2024-05-03,,1,"La propiedad es un bufette de abogados. Quieren que adaptemos la superficie a lo contratado o rescinden. NOrtificaco por burorax",235445
RM,1346,RM-1346,SPA-BX,1589,SPA-BX01589,Abierto,"Delgado Alejandro","2024-01-17 10:49:57",2020-03-18,,,Legalización,"criticidad muy alta < 3 meses",2022-06-01,,2,"Repliegues: Gestion de riesgos.- Legalización, tiene preaviso de precinto desde Julio 2019 q no se atendió porque estaba previsto su desmontaje. Ahora que ha cambiado se intenta subsanar fuera de plazo",126180
RM,941,RM-941,SPA-SS,5802,SPA-SS05802,Abierto,"Delgado Alejandro","2024-01-18 23:51:52",2021-09-17,,,Propiedad,Apagado,2023-12-01,,1,"W37, Se incluyen los siguientes sitios como riesgo: (SS5802- BI0805 - BI0051 - SS5437 ), a priori parecía que había solo bloqueo por el 5g, pero lo que existe es un bloqueo total del site.",211041
RM,100,RM-100,SPA-BU,4146,SPA-BU04146,Abierto,"Delgado Alejandro","2024-01-17 10:49:11",2022-02-28,,,Propiedad,"criticidad muy alta < 3 meses",2023-12-01,,2,"W09 2022:  Se declara el punto en riesgo para buscar alternativa. El tema que antes de los 6 meses que se prorrogara el contrato, la propiedad envió burofax queriendo mejorar las condiciones, entonces se comenzó a negociar a con ellos, pero los dos herederos de la propiedad no se ponen de acuerdo, e incluso se amenazaban entre ellos en ir a la justicia, se comenzó en 2015 la rng y se cerró en 2019, sin haber firmado ningún contrato donde estuvieran de acuerdo….",222925
RM,1650,RM-1650,SPA-OX,7301,SPA-OX07301,Cerrado,"Delgado Alejandro","2024-01-17 10:49:41",2020-11-11,,2021-02-22,Propiedad,"criticidad baja > 9 meses",2027-07-27,,,"W46: La propiedad nos indica que no acepta su situación económica actual y quiere un aumento hasta los 9K anuales. Tenemos que buscar adicionalmente alternativa.",164492
RM,1420,RM-1420,SPA-CU,8452,SPA-CU08452,Cerrado,"Delgado Alejandro","2024-01-17 10:50:06",2019-09-05,,2019-11-18,Propiedad,"criticidad muy alta < 3 meses",2019-12-23,,,"Recibido burofax, nos comunican la rescisión del contrato con fecha 13/12/19",91310
RM,10024,RM-10024,SPA-MA,2616,SPA-MA02616,Abierto,"Alexandre GOMBA","2024-01-17 10:47:45",2023-10-01,,,"Propiedad, Despliegue","criticidad muy alta < 3 meses",2024-03-02,,1,"Esta propiedad ha enviado burofax de rescisión. Ademas está bloqueando trabajos del piloto 2.0 3,5 OSP",235524
RM,38,RM-38,SPA-AX,9,SPA-AX00009,Abierto,"Delgado Alejandro","2024-01-18 23:51:38",2023-01-26,Si,,Propiedad,"criticidad muy alta < 3 meses",2024-03-17,,1,"Tenemos problema a la vista: posible repliegue en 2024, de un nodo P1 con 29 dependencias OSP. 
La propiedad no permite que se instale la F.O. Quiere que se desmonte la estación sin más, nos indica que no se trata de un tema económico, está viviendo allí y quiere que la torre desaparezca en cuanto el contrato lo permita.

Le hemos preguntado si nos permitiría hacer la zanja a cambio de alguna compensación y tampoco, no va a permitir que rompan el suelo para 1 año que queda de contrato y sin posibilidad de continuidad.",230399
RM,1556,RM-1556,SPA-MA,2808,SPA-MA02808,Abierto,"Delgado Alejandro","2024-01-28 22:22:37",2019-11-11,,,Legalización,"criticidad alta < 6 meses",2024-07-19,,1,"Orden de Demolición",100701
RM,1250,RM-1250,SPA-VI,9862,SPA-VI09862,Cerrado,"Delgado Alejandro","2024-01-17 10:48:07",2023-05-26,,2023-12-27,Propiedad,"criticidad muy alta < 3 meses",2023-11-06,,,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",233184
RM,70,RM-70,SPA-BU,6,SPA-BU00006,Cerrado,"Delgado Alejandro","2024-01-17 10:48:43",2022-12-19,,2023-01-07,Propiedad,"criticidad alta < 6 meses",2023-05-21,,,"W49 2022:  Se recibe burofax en tiempo y forma",229641
RM,557,RM-557,SPA-LU,8081,SPA-LU08081,Cerrado,"Delgado Alejandro","2024-01-17 10:49:16",2022-02-04,,2022-09-21,Propiedad,"criticidad alta < 6 meses",2023-01-25,,,"W05: Recibido burofax de rescisión con fecha de vencimiento 25/01/2023.",222224
RM,1643,RM-1643,SPA-OR,9500,SPA-OR09500,Cerrado,"Delgado Alejandro","2024-01-17 10:50:19",2019-03-18,,2019-05-29,Propiedad,"criticidad baja > 9 meses",2019-12-20,,,"Repliegues: Gestion de riesgos",68288
RM,10034,RM-10034,SPA-MU,153,SPA-MU00153,Abierto,"Alexandre GOMBA","2024-01-17 10:49:20",2023-09-24,,,Propiedad,"criticidad muy alta < 3 meses",2023-10-15,,1,"Es un contrato que vence en 2023 y no pone nada de prórrogas, Hay que renegociar urgente y confirar si tienen prevision de algún plan urbanístico que haga que tengamos que retirar la instalación",235449
RM,1143,RM-1143,SPA-ZX,358,SPA-ZX00358,Cerrado,"Delgado Alejandro","2024-01-17 10:50:41",2018-10-26,,2019-01-16,Legalización,"criticidad baja > 9 meses",2019-08-10,,,,48348
RM,10093,RM-10093,SPA-NA,21,SPA-NA00021,Abierto,"Alexandre GOMBA","2024-01-17 10:48:40",2023-03-24,,,Propiedad,"criticidad muy alta < 3 meses",2023-12-31,,1,"Tienen decidido denunciar el contrato y no continuar. Según administrador: ''La única razón, objetiva o no, es que no quieren tener antenas en su cubierta, el tema si es mejor o peor tenerlas en frente, está más que tratado y les da igual. En sucesivas reuniones, ha vuelto a salir el tema y la respuesta es unánime, no renuevan el contrato de arrendamiento. No hay ninguna opción, lo hemos estado sacando en todas las asambleas y en la última ya me dijeron que dejase de comentarlo, que no querían renovar ni aunque se subiese la renta’’.",231806
RM,1866,RM-1866,SPA-SE,436,SPA-SE00436,Cerrado,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:58",2023-07-12,,2023-09-29,"Acometida, Intervención de la Propiedad, Mantenimiento","criticidad muy alta < 3 meses",2023-07-31,,1,"Hay que declarar en riesgo este site y buscar alternativa y necesitamos identificar a la propiedad porque tendremos que comunicarle la rescisión del contrato por incumplimiento del mismo por su parte por no mantener la finca en condiciones que permitan el ejercicio de nuestra actividad.",234004
RM,1498,RM-1498,SPA-IB,25,SPA-IB00025,Cerrado,"Delgado Alejandro","2024-01-17 10:50:17",2019-04-22,,2020-03-18,Propiedad,"criticidad baja > 9 meses",2029-08-10,,,"Recibido burofax de la propiedad donde nos comunican la rescisión del contrato con fecha 10/8/19",73086
RM,1107,RM-1107,SPA-VX,1088,SPA-VX01088,Abierto,"Delgado Alejandro","2024-01-18 23:51:59",2020-09-18,,,"Intervención de la Propiedad, Despliegue","criticidad baja > 9 meses",2025-07-01,,2,"Se ha implementado 5 G sobre instalación con licencia pero sin adecuar, el Ayto apercibe de incoar expediente restauración y EXIGE presentación PROYECTO CON SLIM y no con los 3 mástiles existentes (También hay denuncia vecinos).",155953
RM,10083,RM-10083,SPA-IB,541,SPA-IB00541,Abierto,"Alexandre GOMBA","2024-01-17 10:47:49",2023-09-14,,,"Propiedad, Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-12-18,,2,"Reabrimos el riesgo porque propiedad del IB0541 SOLICITA el traslado de equipos de un cuarto de la 4º planta del hotel a la azotea porque tiene problemas de ruidos y de temperatura.",235290
RM,234,RM-234,SPA-BX,4036,SPA-BX04036,Abierto,"Delgado Alejandro","2024-01-18 23:51:46",2022-03-16,Si,,"Propiedad, Otro Operador","criticidad baja > 9 meses",2025-03-16,,2,"W11 2022: Se incluye el punto en riesgo y busquemos alternativa tenemos contrato hasta 2025, la propiedad es muy complicada no cede a negociaciones y va vender la finca, por lo que podemos tener también problemas con el nuevo propietario.",223466
RM,1309,RM-1309,SPA-BA,349,SPA-BA00349,Abierto,"Delgado Alejandro","2024-01-17 10:50:19",2019-03-15,,,"Propiedad, Legalización","criticidad muy alta < 3 meses",2023-07-19,,3,"El Ayuntamiento en 2015 nos dijo que teníamos que abandonar todos los operadores la parcela donde estamos. Nos proponen trasladarnos a otra parcela del Ayto, pero llevamos desde entonces estirando el traslado",68098
RM,1615,RM-1615,SPA-MX,2520,SPA-MX02520,Cerrado,"Delgado Alejandro","2024-01-17 10:50:25",2019-01-11,,2019-08-28,"Legalización, Intervención de la Propiedad","criticidad muy alta < 3 meses",2019-02-28,,,"Incluimos en riesgo este punto por el problema surgido con el Ayuntamiento que considera que en la concesión de los terrenos al Club no esta incluida la posibilidad de colocar las antenas de telefonía móvil. Se ira a negociar con el Ayuntamiento desde Adient pues estamos todos los operadores, aunque en principio sin mencionar que sabemos que no están de acuerdo con que estemos allí.",55785
RM,39,RM-39,SPA-AX,6231,SPA-AX06231,Abierto,"Delgado Alejandro","2024-01-28 21:52:30",2023-02-03,,,Propiedad,"criticidad muy alta < 3 meses",2024-04-13,,1,"RECIBIDO BUROFAX DE RESCISION EN TIEMPO Y FORMA",230585
RM,10099,RM-10099,SPA-SE,39,SPA-SE00039,Abierto,"Alexandre GOMBA","2024-01-18 23:51:43",2022-09-23,Si,,Propiedad,"criticidad muy alta < 3 meses",2023-10-07,,2,"W38: Se incluye punto en riesgo; Se ha recibido burofax de rescisión por parte de la propiedad.",228213
RM,1540,RM-1540,SPA-MA,2443,SPA-MA02443,Cerrado,"Delgado Alejandro","2024-01-17 10:50:04",2019-10-08,,2019-11-18,Propiedad,"criticidad baja > 9 meses",2020-08-31,,,"recibido burofax de la propiedad",95687
RM,1202,RM-1202,SPA-LO,8,SPA-LO00008,Abierto,"Delgado Alejandro","2024-01-17 10:48:08",2023-05-22,,,Propiedad,"criticidad baja > 9 meses",2025-08-09,,1,"RECIBIDO BUROFAX EN TIEMPO Y FOERMA",233085
RM,10058,RM-10058,SPA-PO,4107,SPA-PO04107,Abierto,"Alexandre GOMBA","2024-01-17 10:47:50",2023-09-07,,,"Propiedad, Intervención de la Propiedad","criticidad baja > 9 meses",2029-05-01,,1,"Denuinciado con mucho tiempo al vencer en 2029. Abrimos riesgo porque piden  que contactemos con ellos porque tienen que hacer unas obras y nos impacta",235216
RM,1255,RM-1255,SPA-VX,1218,SPA-VX01218,Abierto,"Delgado Alejandro","2024-02-03 10:27:28",2023-06-15,,,Propiedad,"criticidad muy alta < 3 meses",2024-01-11,,1,"Recibido burofax en tiempo y forma. Propiedad asesorada por SOLITEL",233549
RM,1102,RM-1102,SPA-VX,469,SPA-VX00469,Abierto,"Delgado Alejandro","2024-01-17 10:49:46",2020-08-17,,,Propiedad,"criticidad muy alta < 3 meses",2021-04-10,,2,"Recibido burofax de Telecom Ibérica para el emplazamiento VX0469 con fecha de vencimiento 10/04/2021",153145
RM,1388,RM-1388,SPA-CC,6136,SPA-CC06136,Cerrado,"Delgado Alejandro","2024-01-17 10:49:45",2020-09-18,,2020-11-30,Propiedad,"criticidad baja > 9 meses",2031-06-14,,,"Se abre el job preventivamente, la propiedad no ha denunciado pero lo hará.",155990
RM,1506,RM-1506,SPA-IB,199,SPA-IB00199,Cerrado,"Delgado Alejandro","2024-01-17 10:50:43",2018-10-26,,2021-07-15,Propiedad,"criticidad muy alta < 3 meses",2020-02-14,,,,48329
RM,566,RM-566,SPA-MA,2405,SPA-MA02405,Cerrado,"Delgado Alejandro","2024-01-17 10:48:58",2022-06-30,,2023-10-19,Propiedad,"criticidad muy alta < 3 meses",2023-06-18,,,"W26 Se incluye punto en riesgo,  la propiedad ha enviado burofax de rescisión en tiempo y en forma; Venc  Junio 2023.",226410
RM,1390,RM-1390,SPA-CA,4804,SPA-CA04804,Abierto,"Delgado Alejandro","2024-01-18 23:52:01",2019-12-10,,,Propiedad,"criticidad muy alta < 3 meses",2020-07-26,,2,"Recibido burofax de rescisión con fecha vencimiento 26/07/2020

TX - NO ES SPUR",107461
RM,1453,RM-1453,SPA-GC,46,SPA-GC00046,Cerrado,"Delgado Alejandro","2024-01-17 10:50:20",2019-03-07,,2019-06-19,Propiedad,"criticidad baja > 9 meses",2025-02-11,,,"la propiedad comunica que rescinde el contrato con fecha 11/2/20. en principio no quiere renegociar, solo quiere que nos vayamos",66008
RM,10055,RM-10055,SPA-AX,13,SPA-AX00013,Abierto,"Alexandre GOMBA","2024-01-17 10:47:50",2023-09-08,,,Propiedad,"criticidad media < 9 meses",2024-09-21,,1,"Recibido burofax en tiempo y forma",235220
RM,10131,RM-10131,SPA-HX,9512,SPA-HX09512,Abierto,"Alexandre GOMBA","2024-01-28 22:57:23",2023-11-12,,,Propiedad,"criticidad media < 9 meses",2024-10-05,,3,"La propiedad comunica que han decidido en junta quitar la antena, no hay ninguna posibilidad, ni incrementado renta ni nada. Aún no han enviado el burofax.",236117
RM,1344,RM-1344,SPA-BX,1504,SPA-BX01504,Cerrado,"Delgado Alejandro","2024-01-17 10:49:46",2020-08-18,,2023-04-20,Propiedad,"criticidad baja > 9 meses",2024-03-30,,,"Recibido burofax de rescisión con fecha de vencimiento 01/12/2020-",153171
RM,1093,RM-1093,SPA-VX,1104,SPA-VX01104,Cerrado,"Delgado Alejandro","2024-01-17 10:49:04",2022-04-27,,2022-06-02,Propiedad,"criticidad muy alta < 3 meses",2022-10-25,,,"W17 2022: se incluye el punto en riesgo,  recibido burofax de rescisón con fecha de vencimiento 25/10/2022.",224813
RM,1541,RM-1541,SPA-MA,2588,SPA-MA02588,Abierto,"Delgado Alejandro","2024-01-17 10:50:04",2019-10-07,,,Propiedad,"criticidad muy alta < 3 meses",2020-04-28,,2,"Repliegues: Gestion de riesgos",95509
RM,1294,RM-1294,SPA-AX,221,SPA-AX00221,Cerrado,"Delgado Alejandro","2024-01-17 10:50:26",2019-01-28,,2019-05-29,Acometida,"criticidad media < 9 meses",,,,"Se declara como Recuperado en w06-18 (VAL8467)",58896
RM,407,RM-407,SPA-GR,5887,SPA-GR05887,Abierto,"Delgado Alejandro","2024-01-18 23:51:35",2023-03-27,Si,,Propiedad,"criticidad media < 9 meses",2024-08-27,,3,"Recibido buofax en tiempo y forma",231855
RM,537,RM-537,SPA-IB,563,SPA-IB00563,Cerrado,"Delgado Alejandro","2024-01-17 10:48:24",2023-03-05,,2023-09-27,Propiedad,"criticidad muy alta < 3 meses",2023-07-31,,,"Correo de la propiedad: A la vista de la redacción de la cláusula cuarta de VIGENCIA, y ante la falta de notificación fehaciente con seis meses de antelación por parte de la operadora de su voluntad de permanecer en la azotea, enviamos dos burofaxes a la sede de TOTEM en Madrid. El primero el 10 de enero y el segundo el 15 de febrero, comunicando la finalización del arriendo y rogando el desalojo de la azotea. Como consecuencia, ya no hay arrendamiento alguno. Si quieren ustedes devolver la vigencia al contrato extinto de 2007, el precio que consideramos adecuado es de 18.000 euros. De otro modo, y refiriéndonos a esos dos burofaxes, deberán desmontar cuanto antes y devolver la azotea a su estado original.",231278
RM,10133,RM-10133,SPA-JX,8099,SPA-JX08099,Abierto,"Alexandre GOMBA","2024-01-17 10:47:38",2023-11-01,,,"Propiedad, Otro Operador","criticidad baja > 9 meses",2026-07-02,,2,"En este site la propiedad indica que tiene oferta de terceros, no nos ha dicho exactamente quien. En este site no tenemos LDPD y la fecha de vencimiento es 02/07/2026. Pide renegociación porque el monto que le ofrecen es mayor a lo que cobra actualmente (4526€ en SOL).",235970
RM,10137,RM-10137,SPA-MU,313,SPA-MU00313,Abierto,"Alexandre GOMBA","2024-01-28 22:59:27",2023-10-25,,,Propiedad,"criticidad media < 9 meses",2024-10-31,,1,"Hay un procedimiento judicial instado por la propiedad que vuelve a ponerse en marcha porque hasta ahora estaba suspendido por otro procedimiento judicial previo con el mismo objeto contra OSP. 

Lo que solicitan en la demanda es tanto la resolución del contrato como el reconocimiento de una indemnización por valor de unos 20.000€ pero de forma muy contradictoria y legalmente confusa. 

Estamos en primera instancia y la contestación a la demanda a mi gusto es bastante buena, lo que significa: Resulte lo que resulte en la sentencia de este procedimiento, tenemos la opción de la apelación con lo que tenemos un tiempo todavía de más de un (1) año.",235880
RM,1721,RM-1721,SPA-TE,48,SPA-TE00048,Cerrado,"Delgado Alejandro","2024-01-17 10:50:13",2019-06-03,,2019-08-26,Propiedad,"criticidad alta < 6 meses",2019-11-02,,,"recibido burofax de la propiedad comunicando la rescisión con fecha 2/11/19",79768
RM,1580,RM-1580,SPA-MX,27,SPA-MX00027,Cerrado,"Delgado Alejandro","2024-01-17 10:50:31",2018-11-14,,2020-03-04,Propiedad,"criticidad baja > 9 meses",2025-12-31,,,"Recibido burofax comunicando el vencimiento del contrato el 15/11/2018",50413
RM,1365,RM-1365,SPA-BX,1618,SPA-BX01618,Cerrado,"Delgado Alejandro","2024-01-17 10:50:38",2018-10-26,,2020-03-17,Legalización,"criticidad baja > 9 meses",2019-08-10,,,"Notificación y sanciones que van llegando. Legalizando",48387
RM,762,RM-762,SPA-MX,3830,SPA-MX03830,Abierto,"Delgado Alejandro","2024-01-17 10:49:19",2022-01-17,,,Propiedad,"criticidad muy alta < 3 meses",2023-10-03,,1,"W03: Se incluye el punto en riesgo, el contrato vence el 03/06/2023 con lo que, aunque no haya remitido el burofax, viendo lo claro que lo tiene vayamos buscando una alternativa para ver si conseguimos un contrato con una renta inferior a esos 14k€ que la propiedad nos está exigiendo ahora.",221780
RM,10160,RM-10160,SPA-CA,4109,SPA-CA04109,Abierto,"Alexandre GOMBA","2024-01-17 10:47:33",2023-12-04,,,Propiedad,"criticidad baja > 9 meses",2024-12-03,,1,"Se recibe burofax en tiempo y forma. Llega vía Patrrick",236509
RM,1568,RM-1568,SPA-MA,2932,SPA-MA02932,Cerrado,"Delgado Alejandro","2024-01-17 10:50:50",2018-10-26,,2021-09-16,Propiedad,"criticidad baja > 9 meses",2026-01-08,,,,48238
RM,1463,RM-1463,SPA-GC,2022,SPA-GC02022,Cerrado,"Delgado Alejandro","2024-01-17 10:50:48",2018-10-26,,2019-01-30,Legalización,"criticidad alta < 6 meses",2019-06-25,,,"Punto con denegación de licencia.",48269
RM,1878,RM-1878,SPA-TO,44,SPA-TO00044,Abierto,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:55",2023-07-26,,,"Propiedad, Otro Operador","criticidad media < 9 meses",2024-09-23,,2,"Envián correo anticipando que quieren negociar. Previsto desmontar en jumping. Es un TI",234234
RM,1206,RM-1206,SPA-MA,2583,SPA-MA02583,Abierto,"Delgado Alejandro","2024-01-17 10:48:11",2023-05-11,,,Propiedad,"criticidad muy alta < 3 meses",2024-02-18,,1,"recibido burofax de la propiedad comunicando la rescisión del contrato",232859
RM,1688,RM-1688,SPA-SE,435,SPA-SE00435,Cerrado,"Delgado Alejandro","2024-01-17 10:50:00",2019-11-26,,2022-10-31,Propiedad,"criticidad muy alta < 3 meses",2019-07-08,,,"Se firmo contrato por 15 años y se pago en especie, pasados los 15 años, la universidad reclama firmar nuevo contrato pues el existente esta vencido",103288
RM,10254,RM-10254,SPA-IB,486,SPA-IB00486,Abierto,"Javier Lopez","2024-02-02 12:46:55",2024-02-02,,,Propiedad,"criticidad muy alta < 3 meses",2024-04-12,,2,"La nueva propiedad del IB0486, solicita renegociar las condiciones de la renovación o se deberá desmontar en 3 meses. La persona que han nombrado , Guillermo Carbonell , creo que lo conoces , era la anterior propiedad del IB0512.",
RM,523,RM-523,SPA-IB,478,SPA-IB00478,Abierto,"Delgado Alejandro","2024-01-17 10:48:46",2022-11-22,,,"Otro Operador","criticidad alta < 6 meses",2024-06-01,,2,"Repsol y On Tower han llegado a un acuerdo por el que On Tower adquiere los derechos de explotación de las gasolineras Repsol para instalaciones de Telecomunicaciones y adquiere los derechos asociados a nuestros contratos.",229157
RM,668,RM-668,SPA-MX,668,SPA-MX00668,Abierto,"Alexandre GOMBA","2024-01-18 23:51:43",2022-09-06,Si,,Propiedad,"criticidad muy alta < 3 meses",2024-02-24,,3,"W36: Se incluye punto en riesgo, problemas de acceso",227671
RM,1692,RM-1692,SPA-SE,124,SPA-SE00124,Cerrado,"Delgado Alejandro","2024-01-17 10:50:04",2019-10-03,,2023-12-18,Propiedad,"criticidad muy alta < 3 meses",2019-09-30,,2,"el contrato vence el 30 de septiembre automáticamente",95326
RM,1703,RM-1703,SPA-SE,350,SPA-SE00350,Abierto,"Delgado Alejandro","2024-01-17 10:50:51",2018-10-26,,,Legalización,"criticidad muy alta < 3 meses",2022-06-28,,2,"Zona ya propiedad del ayto en donde se están realizando actuaciones urbanísticas",48225
RM,1571,RM-1571,SPA-MX,55,SPA-MX00055,Abierto,"Delgado Alejandro","2024-01-28 23:13:16",2023-06-27,,,"Intervención de la Propiedad","criticidad baja > 9 meses",2028-07-23,,1,"No hay burofax de rescision pero es una paropiedad delicada. Hay que ver si podemos cambiar la instalación. Renovado hasta 2028",233771
RM,963,RM-963,SPA-SX,7202,SPA-SX07202,Abierto,"Delgado Alejandro","2024-01-18 23:51:48",2021-04-09,Si,,Propiedad,"criticidad baja > 9 meses",2024-11-25,,3,"W29: Se retoma punto en riesgo. Se recibe llamado en Atenp, que se retiren las antenas de 5G. Dicha manifestación se indicó el año 2021 con una renego.",188728
RM,10174,RM-10174,SPA-OR,8709,SPA-OR08709,Abierto,"Alexandre GOMBA","2024-01-17 10:47:35",2023-12-03,,,Propiedad,"criticidad baja > 9 meses",2025-05-26,,1,"Se recibie burofax en tiempo y forma de la CP pero hay mas propiedades en el contrato. Revisar todo",236452
RM,1061,RM-1061,SPA-VX,44,SPA-VX00044,Abierto,"Delgado Alejandro","2024-01-17 10:48:18",2023-04-05,,,"Otro Operador","criticidad media < 9 meses",2024-09-17,,1,"Recibido burofax en tiempo y forma. Además  notifican cesio a TI",232077
