"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de Creación",Priorizado,"Fecha Solución Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,761,RM-761,SPA-MX,4318,SPA-MX04318,Abierto,"Delgado Alejandro","2024-01-18 23:51:41",2023-03-22,,,Propiedad,"criticidad baja > 9 meses",2026-03-31,,1,"En este site tenemos a OSP y MM y no podemos permitirnos pérdida de servicio. Habría que concretar si hay que hacer algún tipo de cambio sobre lo existente, y, caso afirmativo, presentarle a propiedad proyecto aclarando las dudas que tenían y replantear con operadores:

•	Detalle anclaje mástil
•	Peso y cálculos para anclaje del mástil sobre la cubierta
•	Detalle anclaje tubos",231767
RM,10060,RM-10060,SPA-BA,392,SPA-BA00392,Abierto,"Alexandre GOMBA","2024-01-17 10:47:51",2023-08-31,,,Propiedad,"criticidad muy alta < 3 meses",2020-05-31,,2,"CERRADO ABORT: No aplica Anticipación. En precario desde 2020. Inacción total por parte del Ayto. por falta de voluntad. No responden a nuestros escritos presentados por registro, tampoco a nuestros correos electrónicos, llamadas, etc.",235103
RM,1538,RM-1538,SPA-MA,2481,SPA-MA02481,Cerrado,"Delgado Alejandro","2024-01-17 10:49:45",2020-09-09,,2022-04-06,"Propiedad, Despliegue, Mantenimiento","Recuperado Parcial",2023-10-21,,,"La propiedad no permite acceso porque quiere quitar a todos los operadores. No está respetando la vigencia del contrato y jurídico lo esta llevando. Necesitamos búsqueda de alternativa",154567
RM,1382,RM-1382,SPA-BX,4080,SPA-BX04080,Abierto,"Delgado Alejandro","2024-01-17 10:50:39",2018-10-26,,,Legalización,"criticidad muy alta < 3 meses",2022-06-01,,3,"Vilanova i la Geltru pacto gecodit pte",48376
RM,329,RM-329,SPA-CX,211,SPA-CX00211,Abierto,"Delgado Alejandro","2024-01-30 15:58:23",2018-10-26,Si,,Legalización,"criticidad muy alta < 3 meses",2024-03-08,,2,"Tenemos sentencia firme de desmontaje desde febrero de 2019. Puede caer en cualquier momento y a parrtir de que caiga, un mes para desmontar. No se puede aumentar ni tocar la instalación",48208
RM,1146,RM-1146,SPA-ZX,9978,SPA-ZX09978,Abierto,"Delgado Alejandro","2024-01-17 10:49:11",2022-02-28,,,"Propiedad, Otro Operador","criticidad baja > 9 meses",2025-01-31,,2,"Emplazamiento en SOL Meliá vendido a Cellnex. Se declara en riesgo para ver las posibilidad de encontrar una alternativa y replegarse.",222923
RM,291,RM-291,SPA-CS,49,SPA-CS00049,Abierto,"Delgado Alejandro","2024-01-17 10:49:32",2021-05-27,,,Propiedad,"criticidad media < 9 meses",2024-09-16,,1,"W21: Recibido burofax de rescisión con fecha de vencimiento 01/09/2021",196232
RM,10136,RM-10136,SPA-MA,2904,SPA-MA02904,Abierto,"Alexandre GOMBA","2024-01-17 10:47:37",2023-11-01,,,"Otro Operador","criticidad baja > 9 meses",2024-12-13,,2,"Nos trasladan este email de Telecom Ibérica del emplazamiento MA2904 donde ya tienen la cesión de créditos. Solicitan negociar la renovación del contrato ya que la fecha de vencimiento es 13/12/2024.",235972
RM,1220,RM-1220,SPA-MX,361,SPA-MX00361,Cerrado,"Delgado Alejandro","2024-01-17 10:50:08",2019-07-15,,2023-05-11,Propiedad,"criticidad baja > 9 meses",2024-01-02,,,"recibido Burofax comunicando la rescisión del contrato.",85264
RM,1710,RM-1710,SPA-SG,9151,SPA-SG09151,Abierto,"Delgado Alejandro","2024-01-17 10:49:47",2020-07-13,,,Propiedad,"criticidad baja > 9 meses",2026-01-28,,2,"El Ayto ha cedido el cto a T.I. y SSJJ ya se pronunció indicando que no reconocía a T.I, como interlocutor válido para negociar. Se ha solicitado una nueva Concesión al Ayto, obviando a T.I. Declarar  riesgo y buscar alternativa para el caso en que no salga bien la nueva concesión.",147566
RM,1837,RM-1837,SPA-MX,491,SPA-MX00491,Abierto,"Delgado Alejandro","2024-01-17 10:47:58",2023-07-14,,,Propiedad,"criticidad baja > 9 meses",2025-03-26,,1,"Recibido burofax en tiempo y forma",234084
RM,1239,RM-1239,SPA-PO,5913,SPA-PO05913,Cerrado,"Delgado Alejandro","2024-01-17 10:48:05",2023-06-07,,2023-11-07,Despliegue,"criticidad alta < 6 meses",2028-05-08,,,"Doy de alta este riego porque aunque el contrato está vigente hasta 2028 está impidiendo ampliaciones y acometida",233367
RM,72,RM-72,SPA-BA,9512,SPA-BA09512,Cerrado,"Delgado Alejandro","2024-01-17 10:48:43",2022-12-19,,2023-10-25,Propiedad,"criticidad baja > 9 meses",2024-09-23,,,"W51: Se incluye el riesgo por r3egualrización de gastos generales con los q1ue la propiedad no están de acuerdo",229639
RM,1142,RM-1142,SPA-ZX,378,SPA-ZX00378,Abierto,"Delgado Alejandro","2024-01-17 10:50:41",2018-10-26,,,Legalización,"criticidad muy alta < 3 meses",2023-01-31,,3,,48347
RM,10020,RM-10020,SPA-CA,4208,SPA-CA04208,Abierto,"Alexandre GOMBA","2024-01-28 22:16:09",2023-10-09,,,"Propiedad, Otro Operador","criticidad alta < 6 meses",2024-07-17,,2,"Recibido burofax en tiempo y forma. Tienen oferta de TI",235708
RM,1860,RM-1860,SPA-TO,120,SPA-TO00120,Abierto,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:53",2023-08-03,,,Propiedad,"criticidad alta < 6 meses",2024-06-23,,1,"Reiibido burofax en tiempo y foma",234366
RM,245,RM-245,SPA-BX,6403,SPA-BX06403,Cerrado,"Delgado Alejandro","2024-01-17 10:48:41",2023-01-13,,2023-02-04,Propiedad,"criticidad muy alta < 3 meses",2023-02-28,,,"Nos   indica el cliente  que   apagará las micros una vez que  salgamos del local. Quieren que los equipos se retiren . No hgay contrato ni de alquiler ni de gastos generales",230037
RM,454,RM-454,SPA-HX,9868,SPA-HX09868,Cerrado,"Delgado Alejandro","2024-01-17 10:48:22",2023-03-22,,2023-06-02,Propiedad,"criticidad alta < 6 meses",2023-07-22,,,"Es una petición cliente OSP a regularizar por bloqueo de despliegue y acceso",231764
RM,10074,RM-10074,SPA-MX,2529,SPA-MX02529,Cerrado,"Alexandre GOMBA","2024-01-17 10:49:43",2020-10-14,,2021-11-15,"Propiedad, Legalización, Otro Operador",Apagado,2021-06-01,,,"Cellnex informa que el Ayuntamiento de Pozuelo ha activado un plan de ordenación urbana y el terreno en el que estamos es fruto de una compensación. Por ese motivo debemos abandonar (sin posibilidad de prolongar el contrato) el emplazamiento. Cellnex está trabajando alternativas pero, la tengan o no, la estación se apaga el 01/03/2021.",158830
RM,910,RM-910,SPA-BX,910,SPA-BX00910,Abierto,"Alexandre GOMBA","2024-01-17 10:47:42",2023-10-18,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-11-06,,2,"tenemos otro Hotel donde aparecen nuevas Obras que hay que gestionar desde Reubicaciones 6/11/2023",235819
RM,1715,RM-1715,SPA-SS,5401,SPA-SS05401,Cerrado,"Delgado Alejandro","2024-01-17 10:50:27",2018-12-20,,2022-02-10,Propiedad,"criticidad muy alta < 3 meses",2021-10-01,,,"el contrato vence el 1/7/2019. el cuarto donde están los equipos quieren hacerlo vivienda y nos renovaron un año pues no tenían previsión para comenzar, vamos a ver como esta ahora y las posibilidades que hay de quedarnos.",54813
RM,629,RM-629,SPA-MA,2959,SPA-MA02959,Abierto,"Delgado Alejandro","2024-01-28 22:06:02",2023-02-16,Si,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2024-04-30,,2,"El propietario del Garden Center donde tenemos la instalación nos ha informado que hace aproximadamente un par de años comunicó a Orange que el Ayuntamiento de Estepona tiene aprobado un proyecto de Urbanización en esa zona, y le expropian 5.000mts de parcela de los 8.000 que tiene, y afecta a la zona donde está ubicada la antena.  El propietario no tiene inconveniente en que se reubique dentro de su parcela, en la parte que no le expropian.",230879
RM,1205,RM-1205,SPA-MA,2465,SPA-MA02465,Cerrado,"Delgado Alejandro","2024-01-17 10:48:11",2023-05-11,,2023-10-25,Propiedad,"criticidad muy alta < 3 meses",2023-11-30,,1,"recibido burofax de la propiedad comunicando la rescisión del contrato",232860
RM,1069,RM-1069,SPA-VI,8851,SPA-VI08851,Cerrado,"Delgado Alejandro","2024-01-17 10:49:26",2021-10-25,,2023-03-21,Propiedad,"criticidad baja > 9 meses",2032-04-24,,,"W43: Recibido burofax de rescisión con fecha de vencimiento 24/04/2032. Se realizará el desmontaje dentro de poco, con lo que no se renovará el origen, no es necesario de igual forma buscar una alternativa.",218912
RM,1308,RM-1308,SPA-BI,603,SPA-BI00603,Cerrado,"Delgado Alejandro","2024-01-17 10:50:18",2019-03-21,,2019-09-30,Propiedad,"criticidad alta < 6 meses",2024-09-10,,,"Recibido burofax de la propiedad comunicando el vencimiento con fecha  10/9/19.",68574
RM,674,RM-674,SPA-MX,331,SPA-MX00331,Abierto,"Delgado Alejandro","2024-01-17 10:48:37",2022-08-10,,,Propiedad,"criticidad baja > 9 meses",2026-03-09,,1,"Repliegues: Gestion de riesgos. Propidad asesograda por GAE notifica que quiere rescindir",227096
RM,1172,RM-1172,SPA-BX,6166,SPA-BX06166,Cerrado,"Delgado Alejandro","2024-01-17 10:48:14",2023-05-09,,2023-06-03,Propiedad,"criticidad muy alta < 3 meses",2023-01-01,,,"NO ES AUTORENOVADO Y TENEMOS QUE ABRIR RENEGO",232802
RM,1426,RM-1426,SPA-CX,3001,SPA-CX03001,Cerrado,"Delgado Alejandro","2024-01-17 10:50:09",2019-07-12,,2020-06-29,"Intervención de la Propiedad","criticidad alta < 6 meses",2020-06-20,,,"Los equipos están en un trastero y la propietaria quiere que nos vayamos, podemos movernos dentro del mismo edificio",85103
RM,1406,RM-1406,SPA-CR,4007,SPA-CR04007,Cerrado,"Delgado Alejandro","2024-01-17 10:50:19",2019-03-15,,2020-03-04,Propiedad,"criticidad baja > 9 meses",2031-07-19,,,"recibido burofax en 2016, donde nos comunican que no quieren renovar llegado el vencimiento el 19/7/21, vamos a iniciar la renegociación e iremos informando",68100
RM,980,RM-980,SPA-TF,6146,SPA-TF06146,Abierto,"Delgado Alejandro","2024-01-17 10:48:36",2023-01-07,,,Propiedad,"criticidad baja > 9 meses",2025-04-20,,1,"El contrato se firmó el 06-04-2000 y vencía el 06-04-2015, como el burofax de rescisión se recibió el 14-01-2015 estaba fuera de plazo y por tanto el contrato se renovó hasta el 06-04-20, pero ese mismo burofax ya se hubiera tenido que tener en cuenta en esa fecha y se hubiera tenido que renegociar el contrato y no renovarse automáticamente hasta 06-04-25. Es decir, cuando una propiedad envía un burofax de rescisión, si llega fuera de plazo se tiene en cuenta para la siguiente prórroga, si no se estaría renovando el contrato automáticamente como si no hubiéramos recibido ningún burofax. En este caso, por algún motivo, el burofax de rescisión no nos llegó pero ahora la propiedad nos lo ha facilitado con el acuse de recibo.",229930
RM,565,RM-565,SPA-MA,2474,SPA-MA02474,Cerrado,"Delgado Alejandro","2024-01-17 10:48:55",2022-08-03,,2023-10-25,Propiedad,"criticidad muy alta < 3 meses",2023-11-13,,,"W31: Se incluye punto en riesgo. Comunicación de la CCPP donde solicitan la rescisión del contrato una vez llegado su vencimiento.",227000
RM,1423,RM-1423,SPA-CX,247,SPA-CX00247,Cerrado,"Delgado Alejandro","2024-01-17 10:50:52",2018-10-26,,2019-10-01,Legalización,"criticidad media < 9 meses",2019-12-19,,,,48205
RM,1055,RM-1055,SPA-TX,7786,SPA-TX07786,Cerrado,"Delgado Alejandro","2024-01-17 10:50:22",2019-01-30,,2019-03-21,Propiedad,"criticidad baja > 9 meses",2019-11-05,,,"La propiedad ha comunicado el vencimiento del contrato con fecha 5/11/19, están dispuestos a renovar pero con algunas condiciones como no permitir ninguna ampliación mas, ni modificaciones sin su autorización.",59065
RM,1695,RM-1695,SPA-SE,374,SPA-SE00374,Cerrado,"Delgado Alejandro","2024-01-17 10:50:10",2019-06-26,,2022-06-16,"Propiedad, Legalización, Mantenimiento","criticidad media < 9 meses",2022-12-01,,,"Repliegues: Gestion de riesgos. Orden de Desmontaje por Depósito de Agua Ruinoso.",82157
RM,1378,RM-1378,SPA-BX,3044,SPA-BX03044,Cerrado,"Delgado Alejandro","2024-01-17 10:50:17",2019-03-29,,2020-09-08,Legalización,"criticidad muy alta < 3 meses",2020-05-30,,,"Repliegues: Gestion de riesgos",69940
RM,1480,RM-1480,SPA-HU,7112,SPA-HU07112,Cerrado,"Delgado Alejandro","2024-01-18 23:52:00",2020-02-26,,2020-07-07,Propiedad,"criticidad baja > 9 meses",2023-07-01,,,"Nos encontramos con este sitio en ZR VDF instalado donde las exigencias de la propiedad son inasumibles:

Quieren una renta de 25K… telefonía fija, F.O.+3 móviles por piso gratis… pero a su vez eso de libertad para modificar,  que cada vez que se haga algo se consulte  y espere a su aprobación (y subida de renta, supongo), acceso restringido… 

Activar la SF y a ver si hay suerte un TWco en las proximidades y que se haga cargo VDF del repliegue…",119539
RM,205,RM-205,SPA-CX,205,SPA-CX00205,Abierto,"Alexandre GOMBA","2024-01-17 10:48:17",2023-04-26,,,Propiedad,"criticidad alta < 6 meses",2024-06-25,,1,"Reabrimos el riesgo porque la porpiedad del local donde están los equipos denucia el contrato",232573
RM,1565,RM-1565,SPA-MU,65,SPA-MU00065,Cerrado,"Delgado Alejandro","2024-01-17 10:50:44",2018-10-26,,2020-02-05,Legalización,"criticidad baja > 9 meses",2020-06-30,,,,48319
RM,1297,RM-1297,SPA-AX,366,SPA-AX00366,Cerrado,"Delgado Alejandro","2024-01-17 10:50:27",2018-12-21,,2019-01-21,Acometida,"criticidad muy alta < 3 meses",,,,"Incluimos este punto en repliegues por el riesgo existente  de perdida de servicio por acometida.  Ya se vio 2014 la posibilidad de acometida propia y estaba complicado",54899
RM,188,RM-188,SPA-BX,1904,SPA-BX01904,Abierto,"Delgado Alejandro","2024-01-17 10:49:24",2021-11-29,,,Propiedad,"criticidad alta < 6 meses",2024-06-01,,1,"W48: Se incluye el punto en riesgo, aparte del tema de la subrogación OSP-TOTEM hemos visto que la propiedad quiere rescindir contrato con fecha 01/06/2024.",221037
RM,1621,RM-1621,SPA-MX,3040,SPA-MX03040,Cerrado,"Delgado Alejandro","2024-01-17 10:50:35",2018-10-26,,2019-09-02,Legalización,"criticidad muy alta < 3 meses",2019-09-06,,,,48426
RM,10105,RM-10105,SPA-GC,140,SPA-GC00140,Abierto,"Alexandre GOMBA","2024-01-28 22:18:54",2022-02-21,,,Propiedad,"criticidad alta < 6 meses",2024-07-01,,1,"W08: Volvemos a incluir el punto en riesgo (GC0140) que vence en julio-23 porque es el único site de los 3 que nos interesa pero en el que actualmente ya perdemos pasta con lo que no podemos seguir con esta propiedad, sobre todo considerando que los otros 2 sites se desmontan en Jumping.",222641
RM,1530,RM-1530,SPA-LE,127,SPA-LE00127,Cerrado,"Delgado Alejandro","2024-01-17 10:50:53",2018-10-26,,2020-01-22,Legalización,"criticidad media < 9 meses",2019-11-22,,,,48196
RM,763,RM-763,SPA-MX,6138,SPA-MX06138,Cerrado,"Delgado Alejandro","2024-01-17 10:49:28",2021-09-21,,2021-12-14,Acometida,Replegado,2022-01-01,,,"W38: Se mete el punto en riesgo por acometida: El Corte Inglés está de acuerdo en que se desplace el cuadro eléctrico cerca de  la caseta de la Estación Base en el Parking de Castellana, 87.",211261
RM,10109,RM-10109,SPA-AX,48,SPA-AX00048,Abierto,"Alexandre GOMBA","2024-01-28 20:38:56",2023-11-01,,,"Otro Operador","criticidad muy alta < 3 meses",2024-04-08,,2,"Llega burofax de rescision en tiempo y forma. Es un site en el que está TI",235973
RM,1129,RM-1129,SPA-ZX,1,SPA-ZX00001,Abierto,"Delgado Alejandro","2024-01-18 23:51:39",2023-01-08,,,"Propiedad, Legalización","criticidad baja > 9 meses",2028-06-30,,2,"1º.- Explicando a la propiedad que, para poder legalizar el emplazamiento y mantenerlo allí ubicado, tenemos que mimetizarlo (lo cual debe implicar no sólo radomizar el mástil, sino también eliminar la caseta – y esto lo tenemos que comunicar nosotros como TOTEM a OSP y VDF) y vender a la propiedad que quitamos la caseta con la minimización del impacto visual que eso tiene.
2º.- Renovar el contrato más allá del actual vencimiento del 30/06/2023.
3º.- Validar las peticiones de despliegue 5G de nuestros tenants",229947
RM,10193,RM-10193,SPA-GR,6007,SPA-GR06007,Abierto,"Alexandre GOMBA","2024-01-17 10:47:25",2023-12-31,,,Propiedad,"criticidad alta < 6 meses",2024-06-14,,1,"Recibido burofax en tiempo y forma para rescindir si no se llega a un acuerdo econòmico",237037
RM,1544,RM-1544,SPA-LX,9410,SPA-LX09410,Cerrado,"Delgado Alejandro","2024-01-17 10:50:10",2019-06-27,,2019-11-25,Propiedad,"criticidad media < 9 meses",2019-12-21,,,"Envían Burofax, en junta se decidió no renovar, o con contrato nuevo y unas condiciones nuevas.",82319
RM,1594,RM-1594,SPA-MX,216,SPA-MX00216,Cerrado,"Delgado Alejandro","2024-01-17 10:50:25",2019-01-02,,2019-07-29,Propiedad,"criticidad muy alta < 3 meses",2019-06-01,,,"recibido burofax de la propiedad en tiempo y forma, en la que comunica la rescisión del contrato en fecha 1/06/2019. Nos comunican igualmente que van a realizar obras en la azotea y quieren el calendario de desmontaje.",55257
RM,10224,RM-10224,SPA-AB,5808,SPA-AB05808,Abierto,"Alexandre GOMBA","2024-01-17 10:47:30",2023-12-20,,,Propiedad,"criticidad baja > 9 meses",2025-01-01,,2,"La propiedad envia un burofax no denunciando en sí el contrato pero queriendo renovar",236840
RM,10249,RM-10249,SPA-GC,2064,SPA-GC02064,Abierto,"Luis Miguel Martin","2024-01-22 09:44:34",2024-01-22,Si,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2024-03-07,,2,"La propiedad lo que ha indicado es que tenemos que mover toda la estación base de sitio. Como entenderás eso es inviable y tendría que ser un repliegue.",
RM,1189,RM-1189,SPA-GC,2006,SPA-GC02006,Cerrado,"Delgado Alejandro","2024-01-17 10:48:08",2023-05-22,,2023-07-05,Propiedad,"criticidad baja > 9 meses",2024-05-29,,,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",233083
RM,1488,RM-1488,SPA-IB,370,SPA-IB00370,Abierto,"Delgado Alejandro","2024-01-18 23:51:31",2023-06-26,Si,,Propiedad,"criticidad muy alta < 3 meses",2024-01-19,,3,"Recibido burofax en tiempo y forma",233745
RM,10029,RM-10029,SPA-SS,5443,SPA-SS05443,Abierto,"Alexandre GOMBA","2024-01-28 22:11:37",2023-09-27,Si,,Propiedad,"criticidad muy alta < 3 meses",2024-04-17,,3,"Recibimos burorax en tiempo y forma.",235483
RM,10021,RM-10021,SPA-GC,72,SPA-GC00072,Abierto,"Alexandre GOMBA","2024-01-28 22:03:53",2023-10-09,,,Propiedad,"criticidad muy alta < 3 meses",2024-04-30,,1,"Recibido burofax en tiempo y forma",235707
RM,1131,RM-1131,SPA-VX,5326,SPA-VX05326,Cerrado,"Delgado Alejandro","2024-01-17 10:49:13",2022-02-18,,2023-01-28,"Otro Operador","criticidad media < 9 meses",2023-08-01,,,"W07: Se incluye el punto en riesgo, la propiedad está muy enfadada porque no cobran ninguna renta y asumen ellos el importe de la energía, fue una PTC, pero dada la situación debemos solventar esta situación.",222594
