"Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id Site - prefix","Id Site - number","Id Site",Estado,Autor,"Fecha de Creación","Ultimo cambio",Nombre,"Coordinates - Latitude - WGS 84","Coordinates - Longitude - WGS 84","Coordinates - Elevation",Tags,"Referencia Catastral","Plot/Terrace azimuth","Wind zone","Plot / terrace length","Plot / terrace width","Mobile performed","Mobile username","Date of mobile report","Uso del Terreno","Clasificación del terreno","Tipología Propiedad","Tipo de Propiedad","24x7 Access","Dirección Catastral","Access Control","Tipo de Instalación","Causa Rechazo Candidato","Infrastructure type","Non-Feasibility Reason","Fiber Feasibility","Photo report raw"
LO,2877,LO-002877,SPA-HU,7188,SPA-HU07188,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:48:01",HU7188,41.940705,0.152818,321.0,,22112A00100005,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 1 Parcela 5. MADRIGUERAS.","No Restringido",Existente,,TORRE,,,
LO,6340,LO-006340,SPA-SX,3003,SPA-SX03003,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:02:47",SX3003,43.375269,-4.48781,50.0,,9538031UP7093N,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"PB PESUES 31","No Restringido",Existente,,AZOTEA,,,
LO,8511,LO-008511,SPA-BX,3708,SPA-BX03708,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:35:26",BX3708,,,,,,,,,,,,,Residencial,Urbano,,,,,,Nuevo,,,,,
LO,5037,LO-005037,SPA-NA,54,SPA-NA00054,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:32",NA0054,42.396062,-1.979112,417.0,,066040123A,,,,,,,,Residencial,Urbano,"AAPP Privativo",Público,Si,,"No Restringido",Existente,,TORRE,,,
LO,4601,LO-004601,SPA-MX,2021,SPA-MX02021,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:13",MX2021,40.573661,-4.005564,900.0,,5120801VK1952S,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,1590,LO-001590,SPA-CO,120,SPA-CO00120,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:05:12",CO012C,37.889258,-4.782572,2.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"AV GRAN CAPITAN 36",Restringido,Existente,,"LOCAL TECNICO",,,
LO,2096,LO-002096,SPA-CX,201,SPA-CX00201,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:56:06",CX0201,42.875135,-8.544569,275.0,,15079A50809000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,1035,LO-001035,SPA-BX,881,SPA-BX00881,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:44:33",BX0881,41.377821,2.113552,0.0,,08900A01209000,,,,,,,,,,"Propietario único",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,2720,LO-002720,SPA-GR,6460,SPA-GR06460,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:05:52",GR6460,37.164291,-4.291796,0.0,,5441001UG8154A,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"BO LA BOBADILLA BO 1",,Existente,,AZOTEA,,,
LO,931,LO-000931,SPA-BX,503,SPA-BX00503,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:44:03",BX0503,41.724753,1.834167,0.0,,08112A09009000,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,Si,"CL VILADORDIS 72","No Restringido",Existente,,AZOTEA,,,
LO,4064,LO-004064,SPA-MU,104,SPA-MU00104,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:50:03",MU0104,37.604903,-0.99105,5.0,,51016A05809000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,7730,LO-007730,SPA-ZX,319,SPA-ZX00319,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:47",ZX0319,41.641367,-0.883855,215.0,,50900A50009000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,6003,LO-006003,SPA-SE,2212,SPA-SE02212,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:08:55",SE2212,37.579681,-6.106564,154.0,,41049A01100026,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"Polígono 11 Parcela 26 LAS PAJANOSAS",,Existente,,TORRE,,,
LO,4467,LO-004467,SPA-MX,651,SPA-MX00651,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:38",MX0651,40.548181,-3.641925,691.0,,5889207VK4858N,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,7668,LO-007668,SPA-ZX,1,SPA-ZX00001,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:29",ZX0001,41.656551,-0.893881,206.0,,5439404XM7153G,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,3804,LO-003804,SPA-MA,2471,SPA-MA02471,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:06:48",MA2471,36.701297,-4.436391,1.0,,1729301UF7612N,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,,,"No Restringido",Existente,,AZOTEA,,,
LO,1615,LO-001615,SPA-CO,7008,SPA-CO07008,Activo,"Oscar Camps Solaesa",2023-05-23,"2024-01-10 15:40:39",CO7008,37.877751,-4.766988,90.0,,,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,,"AV COMPOSITOR RAFAEL CASTRO 1 EL ARCANGEL",Restringido,Existente,,AZOTEA,,,
LO,5713,LO-005713,SPA-SA,6405,SPA-SA06405,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:01:25",SA6405,41.03442,-6.111315,828.0,,37372A50600047,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"Polígono 506 Parcela 53 LA POZA.","No Restringido",Existente,,TORRE,,,
LO,1997,LO-001997,SPA-CU,8407,SPA-CU08407,Caído,"Oscar Camps Solaesa",2023-05-23,"2023-10-27 20:19:42",CU8407,40.079947,-2.192453,925.0,,,,,,,,,,Residencial,Urbano,"Propietario único",,Si,,"No Restringido",Existente,,TORRE,,,
LO,6019,LO-006019,SPA-SE,9171,SPA-SE09171,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:08:58",SE9171,37.281298,-5.930428,49.0,,0404034TG4300S,,,,,,,,,,"Comunidad Propietario",Privado,Si,"C/ QUEVEDO, 33","No Restringido",Existente,,AZOTEA,,,
LO,6220,LO-006220,SPA-SS,5606,SPA-SS05606,Caído,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:37:01",SS5606,43.079437,-2.444623,250.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,,Existente,,TORRE,,,
LO,1500,LO-001500,SPA-CA,4532,SPA-CA04532,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:50",CA4532,36.749645,-6.338321,0.0,,11032A02900047,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,12,LO-000012,SPA-AB,101,SPA-AB00101,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:53:23",AB0101,38.623576,-2.571875,0.0,,02070A00100134,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 1, Parcela 113. CL DISEMINADOS, 65","No Restringido",Existente,,TORRE,,,
LO,4399,LO-004399,SPA-MX,445,SPA-MX00445,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:18",MX0445,40.380303,-3.786621,690.0,,3496249VK3639E,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,,Existente,,TORRE,,,
LO,7454,LO-007454,SPA-VX,1131,SPA-VX01131,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:43",VX1131,39.428225,-0.417543,21.0,,2376212YJ2627N,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,5078,LO-005078,SPA-NA,1015,SPA-NA01015,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:43",NA1015,42.555917,-2.281651,520.0,,035020745A,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,3177,LO-003177,SPA-IB,341,SPA-IB00341,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:48:55",IB0341,39.60548,2.669224,46.0,,1540901DD7814B,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"GV ASIMA 15 PALMA (ILLES BALEARS)","No Restringido",Existente,,AZOTEA,,,
LO,2245,LO-002245,SPA-CX,2000,SPA-CX02000,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:56:46",CX2000,42.671124,-8.777514,153.0,,15073A03400306,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 34 Parcela 306 MONTIÑO","No Restringido",Existente,,TORRE,,,
LO,400,LO-000400,SPA-BA,122,SPA-BA00122,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:25",BA0122,38.88383,-6.984576,170.0,,5160017PD7056A,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,"AV ADOLFO DIAZ AMBRONA 9",Restringido,Existente,,AZOTEA,,,
LO,7689,LO-007689,SPA-ZX,37,SPA-ZX00037,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:35",ZX0037,41.665177,-0.884275,200.0,,6350105XM7164G,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,1820,LO-001820,SPA-CR,4229,SPA-CR04229,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:54:22",CR4229,38.655601,-4.346337,0.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 82 Parcela 109 PEÑOLILLAS.",Restringido,Existente,,TORRE,,,
LO,3125,LO-003125,SPA-IB,240,SPA-IB00240,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:48:41",IB0240,39.557258,2.896725,215.0,,1288904DD9718N,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"CM LETRA F 07210 ALGAIDA (ILLES BALEARS)","No Restringido",Existente,,TORRE,,,
LO,1771,LO-001771,SPA-CR,3208,SPA-CR03208,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:54:07",CR3208,39.401706,-2.938688,665.0,,,,,,,,,,,,"Land Agg (Telecom Ib.)",Privado,Si,"Polígono 50 Parcela 3. MATATERR.","No Restringido",Existente,,TORRE,,,
LO,2382,LO-002382,SPA-GC,107,SPA-GC00107,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:55:20",GC0107,27.994503,-15.438099,284.0,,35026A01901507,,,,,,,,,,"Propietario único",Privado,Si,"CL CURA GORDILLO 25(P) Suelo TELDE",Restringido,Existente,,,,,
LO,146,LO-000146,SPA-AV,8431,SPA-AV08431,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:54:16",AV8431,40.891256,-4.57829,938.0,,05204A00300119,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 3 Parcela 119 LOS ESTRAGALES.","No Restringido",Existente,,TORRE,,,
LO,6621,LO-006621,SPA-TF,9007,SPA-TF09007,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:47",TF9007,28.291672,-16.426376,880.0,,38020A02809002,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 28 Parcela 36 FUENTE AMARILLA. GUIMAR ","No Restringido",Existente,,AZOTEA,,,
LO,1365,LO-001365,SPA-BX,3692,SPA-BX03692,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:46:10",BX3692,41.378597,2.108563,0.0,,08900A01209000,,,,,,,,,,"Propietario único",Privado,No,"CL GENERAL BATET 5(I) Pl:00",Restringido,Existente,,AZOTEA,,,
LO,5938,LO-005938,SPA-SE,1125,SPA-SE01125,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:08:37",SE1125,36.98504,-5.937978,35.0,,8674207TF3987S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,3405,LO-003405,SPA-LE,541,SPA-LE00541,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:57:23",LE0541,42.615749,-6.516871,689.0,,24059A01201158,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 12 Parcela 1158 SOCARRAL.","No Restringido",Existente,,TORRE,,,
LO,7710,LO-007710,SPA-ZX,90,SPA-ZX00090,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:41",ZX0090,41.652622,-0.886756,210.0,,5934512XM7153D,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,2589,LO-002589,SPA-GI,8637,SPA-GI08637,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:31",GI8637,42.270776,2.926492,73.0,,,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,2894,LO-002894,SPA-HU,7225,SPA-HU07225,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:48:05",HU7225,42.157044,0.249591,728.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 7 Parcela 215, LA SIERRA.","No Restringido",Existente,,TORRE,,,
LO,997,LO-000997,SPA-BX,692,SPA-BX00692,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:44:22",BX0692,41.625716,2.693366,0.0,,4685203DG7048N,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,1848,LO-001848,SPA-CS,37,SPA-CS00037,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:46:42",CS0037,40.140434,-0.28658,661.0,,12072A02400363,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 24 Parcela 363 LES LLOMETES.","No Restringido",Existente,,TORRE,,,
LO,605,LO-000605,SPA-BI,1828,SPA-BI01828,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:55:19",BI1828,43.253186,-2.977296,80.0,,06900A18500009,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,6264,LO-006264,SPA-SS,9502,SPA-SS09502,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:02:28",SS9502,43.328894,-1.967663,70.0,,46900A09809000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,"LOCAL TECNICO",,,
LO,6508,LO-006508,SPA-TF,6020,SPA-TF06020,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:18",TF6020,28.458025,-16.281678,222.0,,4887068CS7448S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,8607,LO-008607,SPA-CA,5114,SPA-CA05114,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:37:28",CA5114,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,7380,LO-007380,SPA-VX,815,SPA-VX00815,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:22",VX0815,39.394491,-0.483354,25.0,,46196A00500419,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"Polígono 5 Parcela 419 REALON.",,Existente,,TORRE,,,
LO,7491,LO-007491,SPA-VX,1251,SPA-VX01251,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:52",VX1251,39.447807,-0.334,4.0,,9500111YJ2790B,,,,,,,,,,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,8539,LO-008539,SPA-MU,8303,SPA-MU08303,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:36:01",MU8303,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,7659,LO-007659,SPA-ZA,6999,SPA-ZA06999,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:04:07",ZA6999,41.134181,-5.324454,793.0,,49259A00100231,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 1 Parcela 1601 VALLE FRANCESA","No Restringido",Existente,,TORRE,,,
LO,3896,LO-003896,SPA-MA,2785,SPA-MA02785,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:10",MA2785,36.516448,-4.820297,20.0,,29069A00700024,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"Polígono 7 Parcela 24 LAS CHAPAS","No Restringido",Existente,,TORRE,,,
LO,4651,LO-004651,SPA-MX,2524,SPA-MX02524,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:27",MX2524,40.566225,-3.606903,690.0,,8612504VK4981S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,8547,LO-008547,SPA-VX,4302,SPA-VX04302,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:36:11",VX4302,,,,,,,,,,,,,Residencial,Urbano,,,,,,Nuevo,,,,,
LO,1117,LO-001117,SPA-BX,1071,SPA-BX01071,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:44:58",BX1071,41.408274,2.217705,0.0,,08900A01209000,,,,,,,,,,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,996,LO-000996,SPA-BX,691,SPA-BX00691,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:44:22",BX0691,41.486075,2.164895,50.0,,0431401DF3903A,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"AV FERRERIA 8 N2-14",,Existente,,TORRE,,,
LO,1277,LO-001277,SPA-BX,2232,SPA-BX02232,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:45:45",BX2232,41.403506,2.133748,110.0,,08900A01209000,,,,,,,,Residencial,Urbano,"Land Agg (On Tower)",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,2213,LO-002213,SPA-CX,1572,SPA-CX01572,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:56:38",CX1572,42.824736,-8.418046,306.0,,15012A06500050,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,771,LO-000771,SPA-BU,9996,SPA-BU09996,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:55:56",BU9996,41.690656,-3.705179,857.0,,09018A03200845,,,,,,,,Agrícola,Rústico,"Land Agg (Telecom Ib.)",Privado,Si,"Polígono 32 Parcela 282 SANTIAGO. ARANDA DE DUERO (BURGOS)","No Restringido",Existente,,TORRE,,,
LO,1132,LO-001132,SPA-BX,1156,SPA-BX01156,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:45:03",BX1156,41.4654,2.24571,71.0,,7008701DF3970G,,,,,,,,Residencial,Urbano,"Land Agg (On Tower)",Privado,No,"CL JOAN D'AUSTRIA",,Existente,,AZOTEA,,,
LO,4053,LO-004053,SPA-MU,73,SPA-MU00073,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:50:00",MU0073,37.717553,-1.36563,206.0,,30026A00500083,,,,,,,,Residencial,Urbano,"Land Agg (Telecom Ib.)",Privado,,"Polígono 5 Parcela 83 CEMENTERIO. 30870 MAZARRON (MURCIA)","No Restringido",Existente,,TORRE,,,
LO,325,LO-000325,SPA-AX,5818,SPA-AX05818,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:03",AX5818,38.343057,-0.768309,249.0,,03019A05709000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,1441,LO-001441,SPA-BX,6403,SPA-BX06403,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:46:32",BX6403,41.379909,2.176619,10.0,,08900A01209000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,Restringido,Existente,,AZOTEA,,,
LO,4549,LO-004549,SPA-MX,1073,SPA-MX01073,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:01",MX1073,40.5132,-3.87737,0.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 8 Parcela 9024 FFCC MADRID-P.PIO-IRUN-HENDAYA",Restringido,Existente,,TORRE,,,
LO,6966,LO-006966,SPA-TX,8047,SPA-TX08047,Caído,"Oscar Camps Solaesa",2023-05-24,"2023-10-06 10:40:07",TX8047,40.703227,0.570151,23.0,,,,,,,,,,Residencial,Urbano,"Propietario único",,No,"Polígono 35 Parcela 141",Restringido,Existente,,AZOTEA,,,
LO,7642,LO-007642,SPA-ZA,6952,SPA-ZA06952,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:04:02",ZA6952,42.089823,-5.719218,736.0,,49245A50101001,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,,"Polígono 19 Parcela 3 RETORNO","No Restringido",Existente,,TORRE,,,
LO,1218,LO-001218,SPA-BX,1910,SPA-BX01910,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:45:28",BX1910,41.568945,2.085855,241.0,,3825204DG2032C,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,,,Restringido,Existente,,AZOTEA,,,
LO,1270,LO-001270,SPA-BX,2094,SPA-BX02094,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:45:43",BX2094,41.520044,1.746719,50.0,,5574019CF9957S,,,,,,,,,,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,2784,LO-002784,SPA-GU,9157,SPA-GU09157,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:56:16",GU9157,40.619751,-2.704075,763.0,,19129A00101096,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,"Polígono 1 Parcela 1096 BORRONO. DURON ","No Restringido",Existente,,TORRE,,,
LO,4811,LO-004811,SPA-MX,4518,SPA-MX04518,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:40:09",MX4518,40.470824,-3.656623,741.0,,28900A90109000,,,,,,,,,,"Propietario único",Privado,,"AV SAN LUIS 25",Restringido,Existente,,AZOTEA,,,
LO,1881,LO-001881,SPA-CS,88,SPA-CS00088,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:46:50",CS0088,40.417612,0.426517,18.0,,12027A02309000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,No,,"No Restringido",Existente,,AZOTEA,,,
LO,3617,LO-003617,SPA-LU,7830,SPA-LU07830,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:14",LU7830,42.958933,-7.013961,496.0,,33023A02600140,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 42 Parcela 176, CANTO RESELA","No Restringido",Existente,,TORRE,,,
LO,2486,LO-002486,SPA-GC,3012,SPA-GC03012,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:55:52",GC3012,28.423762,-14.013124,255.0,,35003A01409000,,,,,,,,,,"Propietario único",Privado,Si,"CL ALC. MONTESDEOCA 3","No Restringido",Existente,,AZOTEA,,,
LO,1571,LO-001571,SPA-CC,6411,SPA-CC06411,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:05:06",CC6411,39.983679,-6.045129,485.0,,10119A01500066,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"Polígono 15 Parcela 66. PAGO DEL CABRERO.",,Existente,,TORRE,,,
LO,5881,LO-005881,SPA-SE,440,SPA-SE00440,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:08:22",SE0440,37.479574,-5.939047,15.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,388,LO-000388,SPA-BA,104,SPA-BA00104,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:22",BA0104,38.868074,-6.972418,189.0,,6043304PD7064C,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,,,"No Restringido",Existente,,AZOTEA,,,
LO,7420,LO-007420,SPA-VX,1034,SPA-VX01034,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:33",VX1034,39.484482,-0.396435,24.0,,4040705YJ2743G,,,,,,,,,,"Comunidad Propietario",Privado,Si,"CL MONESTIR DE POBLET 42","No Restringido",Existente,,AZOTEA,,,
LO,3733,LO-003733,SPA-LX,9480,SPA-LX09480,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:49:43",LX9480,42.700726,0.876848,1146.0,,25233A00701313,,,,,,,,Agrícola,Rústico,"Acuerdo Marco",Privado,Si,"DS PRESA AIGUAMOIX","No Restringido",Existente,,TORRE,,,
LO,685,LO-000685,SPA-BU,4202,SPA-BU04202,Caído,"Oscar Camps Solaesa",2023-05-23,"2023-10-27 20:20:20",BU4202,42.142508,-3.584331,1042.0,,,,,,,,,,Agrícola,Rústico,"AAPP Privativo",,Si,,"No Restringido",Existente,,TORRE,,,
LO,3445,LO-003445,SPA-LE,1541,SPA-LE01541,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:57:33",LE1541,42.919198,-5.894981,1204.0,,52024A01300183,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"LG VEGA ROBLEDO 1","No Restringido",Existente,,TORRE,,,
LO,6799,LO-006799,SPA-TX,20,SPA-TX00020,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:50:55",TX0000,41.337722,1.35639,360.0,,43001A00200039,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,"Polígono 2 Parcela 39, EL CEMENTIRI. AIGUAMURCIA",,Existente,,TORRE,,,
LO,7218,LO-007218,SPA-VX,26,SPA-VX00026,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:51:42",VX0026,39.096033,-0.218851,0.0,,0612104YJ4301S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,,,,
LO,4673,LO-004673,SPA-MX,3024,SPA-MX03024,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:32",MX3024,40.215275,-3.43358,608.0,,28091A00800205,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,,Restringido,Existente,,TORRE,,,
LO,4508,LO-004508,SPA-MX,914,SPA-MX00914,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:50",MX0914,40.450591,-3.616104,660.0,,7781001VK4778B,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,4793,LO-004793,SPA-MX,4078,SPA-MX04078,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:40:04",MX4078,40.457347,-3.678194,0.0,,2589403VK4728H,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,Restringido,Existente,,TORRE,,,
